userName,score,at,content,app_name
parella tan,1,2024-04-27 03:33:43,I'm gonna switch to other app better than this. For the longest time I used this app happily but after the update I lost the account when they logged out my account. I don't remember my username and password that's why I lost everything with my lazada wallet too.,Lazada
Barb Greenland,5,2024-04-27 03:30:30,"I've been shopping with AliExpress for about a year now Alibaba. Com seems to be a satellite, sister site. I'm going to give it a try and see if it's as good as AliExpress. I'll return to rate my experience in the future.",Alibaba
Raven Red,1,2024-04-27 01:17:24,"Everytime I purchase from Lazada it always goes wrong. I've purchased twice and both of them failed since the courier won't call nor can I call them on the number shown. How come Shopee couriers are able to find my address and are able to call while Lazada couries cannot? Thay also mark it as ""Customer asked to reschedule"" when I did not ask to reschedule? What is going one with these couriers since they seem to be super hard to contact and can't find my address?",Lazada
Camille Bondoc,3,2024-04-26 21:08:12,Its a good app for all mother's who wants to have big discount but the problem is everytime i do a purchase it always says there that i have a unusual activity 🙄 pls dont be too much sensitive 🙄 In shoppe app you can order more and more not like this app when you ordered a lot you'll get restricted 🙄,Lazada
Eddie Suhita,5,2024-04-26 20:26:45,Like Alibaba and its really convenient and all the items I need can be found here,Alibaba
Natasya Kusumawardani,1,2024-04-26 18:20:30,"Always closing on its own. Lagging, cannot search anything. Waste of time.",Shopee
Jessica Angela,1,2024-04-26 16:59:47,"Since the latest update, the apps always restart after ± 2 seconds. It's very annoying. Please fix it ASAP.",Shopee
Anna Margaretha,1,2024-04-26 15:58:20,"hi shopee, please review all function in your apps. For functions that are slightly used, it's best to take down because very heavy to open this apps.",Shopee
Beng Eric,5,2024-04-26 14:34:13,This app is just too good for all B2B transactions and especially small businesses.,Alibaba
Adam Malik Masidi,5,2024-04-26 13:38:56,"No other fashion shopping app comes close to the variety of brands & items available on Zalora, unless you go to the individual brand's websites themselves. Customer service is also top notch, I've successfully gotten a refund from a seller that didn't ship an item & didn't disclose the unavailability of an item until the rest were delivered.",Zalora
Dens Cas,5,2024-04-26 13:18:35,Fast delievery. Nice discount. When feeling like you dont want the parcel you can just cancel. pretty good lazada. you might be actually better than shoppie.,Lazada
Brian “Doughboy” Lynch,5,2024-04-26 10:13:57,Great place to purchase in quantities anything under the sun. Some reliable and honest suppliers. Some unreliable dis honest suppliers. Do your research and communicate with the supplier you are considering ask as many questions as needed make sure they are providing exactly what is pictured on site. Look for the verified suppliers if possible. Always purchase samples and wait until you physically receive and thoroughly test the product before you spend a lot of money on lots of inventory!,Alibaba
Cosmos Utopia,1,2024-04-26 09:50:23,"After the latest update, which I did few hours ago, the app keeps crashing whenever I open it after few minutes. When I browse for stuffs, the app glitched, blinked, then closed by itself, and it keeps repeating. It was fine before, but now it's unusable.",Shopee
Diastowo Faryduana,5,2024-04-26 09:07:05,Not a huge fan for the apps performance.. I think the qa need more time to testing this apps in so many sectors before deploying to playstore.. Seriously..,Tokopedia
Dicky Abdurachman,4,2024-04-26 08:48:49,"Suddenly keep crashing on both my android devices #update: After clearing the data cache, the app is working again. Strange we need to clear data on the app so sudden, last day it works fine.",Shopee
Agriculture in Zambia,4,2024-04-26 08:27:58,Your update is not working for Android. It downloads but doesn't install. The pop up to update on the app is annoying,Alibaba
Manda Hylton,5,2024-04-26 07:33:34,Well at the city I'm having a great time somebody says can be a little cheaper like jingle but let you buy like less quantity if you don't need all of it at one time because I'm just open up the store so I don't know how it's going to go cuz I'm going to have a good crowd come in and buy stuff I don't know that's why I'm trying not to like all the whole bunch of stuff then I'll be stuck in with it,Alibaba
Jenny Sansone,5,2024-04-26 02:33:52,"Products are good quality, reasonable pricing and you can find unique items that you can't find anywhere else.",Alibaba
Cephas Kuwornu,5,2024-04-25 20:51:30,This is a very - Very interesting app. Sooo good and convenient to deal with.,Alibaba
Reena Joy Campanero,4,2024-04-25 18:15:33,"Everything is working fine but the LazPayLater has it's minimum amount of 3K to have an item be oaid via installment. If less than 3K, buy now, pay later.",Lazada
nathaniel castillo,3,2024-04-25 15:32:00,Search feature is poor. Doesn't show relevant results. Sometimes search even prioritizes fake products.,Lazada
Oliver Allen,5,2024-04-25 14:16:19,"Gotta hold my information that I needed. And it was very fast, couldn't believe it. Hat.",Alibaba
Melinda Duran,5,2024-04-25 12:58:29,So far it's good I just do not like not being able to just order with out all the contacting and stuff,Alibaba
svs nanu,4,2024-04-25 12:40:01,"We can import all goods to india from this app also excellent service providers, iam really happy to do business with alibaba",Alibaba
PHILIP,1,2024-04-25 11:05:38,"Need keep deleting unwanted message. Should be able let user chose message they don't like to received. Bunch of spam message everyday. Eg: message from other buyer asking if this good... Those message should sent to seller, not buyer. Promotion message, games message etc still pop into app message even notification turned off and message setting turned off.",Lazada
Merlande Cesar,5,2024-04-25 10:42:02,My experience with Linda was very great she has a good customer service skills thanks a lot Linda keep up the good work.,Alibaba
Claire Seow,1,2024-04-25 10:25:55,"Worst ecommerce platform that i experienced. My order get cancelled after waiting for 10days. After escalating to customer service few times, i got an answer, the stock is not available to order. I was really frustrated with such excuse. 1) Why an unavailable item can post at apps for customer to order? 2) Why they only identify no stock available after 10 days customer placed the order?",Zalora
Eddy Smiths,5,2024-04-25 09:53:30,"These app is a very good app for shopping world wide.I Really recommend it to everyone else to shop on it.What amazed me is that, the seller's keeps to they're delivery time.",Alibaba
Divi Mochamad N,3,2024-04-25 09:10:11,I've been subscribing to online shopping here for almost 3 years and today is the second time I received a package that is not my order but the address and the sender's are my name. Is there a data leak so that certain stores can send their products without an order?,Lazada
Betty Thathau,4,2024-04-25 07:39:06,"Most of poor quality products, but is reliable. I like the fact that u can easily browse and u are responded to faster",Alibaba
Monsieur Justin,5,2024-04-25 07:05:55,"Pros: ✅️ Constant promo & lots of discounts ✅️ Flexi payment methods ✅️ Wide selection of lifesytle products ✅️ Latest & intrend products are introduced on frequent basis ✅️ Co logistic delivery is within estimation Cons: ❎️ Designer's label (apparel, acc) products are overpriced ❎️ Flash sales happened too less ❎️ No voucher for FOC delivery ❎️ Min. purchase amount keep increasing ❎️ Customer service not knowledgeable",Zalora
